date,yhat,yhat_lower,yhat_upper,model,product_name,distributor,key_type,key_id
2025-12-01,2617.4400000000005,-154.36834165118034,5389.248341651181,sarimax,14-Day Acai Berry Cleanse 56ct,DIRECT,product_distributor,14-Day Acai Berry Cleanse 56ct | DIRECT
2025-09-01,179.85000000000002,-2591.958341651181,2951.6583416511808,sarimax,15 Day Weight Loss Cleanse,PALKO,product_distributor,15 Day Weight Loss Cleanse | PALKO
2025-10-01,179.85000000000002,-3740.078949061978,4099.778949061978,sarimax,15 Day Weight Loss Cleanse,PALKO,product_distributor,15 Day Weight Loss Cleanse | PALKO
2025-11-01,179.85000000000002,-4621.062876583078,4980.762876583079,sarimax,15 Day Weight Loss Cleanse,PALKO,product_distributor,15 Day Weight Loss Cleanse | PALKO
2025-12-01,179.85000000000002,-5363.766683302361,5723.466683302362,sarimax,15 Day Weight Loss Cleanse,PALKO,product_distributor,15 Day Weight Loss Cleanse | PALKO
2025-11-01,1833.96,-937.8483416511808,4605.768341651181,sarimax,15-Day Weight Loss Support Cleanse & Flush 60ct,DIRECT,product_distributor,15-Day Weight Loss Support Cleanse & Flush 60ct | DIRECT
2025-12-01,1833.96,-2085.968949061978,5753.888949061979,sarimax,15-Day Weight Loss Support Cleanse & Flush 60ct,DIRECT,product_distributor,15-Day Weight Loss Support Cleanse & Flush 60ct | DIRECT
2025-11-01,203.00000000000003,-2568.808341651181,2974.808341651181,sarimax,15-Day Weight Loss Support Cleanse & Flush 60ct,UNFI,product_distributor,15-Day Weight Loss Support Cleanse & Flush 60ct | UNFI
2025-12-01,203.00000000000003,-3716.928949061978,4122.9289490619785,sarimax,15-Day Weight Loss Support Cleanse & Flush 60ct,UNFI,product_distributor,15-Day Weight Loss Support Cleanse & Flush 60ct | UNFI
2025-11-01,1789.8799999999999,-981.928341651181,4561.688341651181,sarimax,15DAY WEIGHT LOSS CLENSE & FLS 60T,THRESHOLD,product_distributor,15DAY WEIGHT LOSS CLENSE & FLS 60T | THRESHOLD
2025-12-01,1789.8799999999999,-2130.0489490619784,5709.808949061978,sarimax,15DAY WEIGHT LOSS CLENSE & FLS 60T,THRESHOLD,product_distributor,15DAY WEIGHT LOSS CLENSE & FLS 60T | THRESHOLD
2025-10-01,143.88,-2627.9283416511807,2915.688341651181,sarimax,15DAY WEIGHT LOSS&FLUSH,SUPERNATURAL,product_distributor,15DAY WEIGHT LOSS&FLUSH | SUPERNATURAL
2025-11-01,143.88,-3776.048949061978,4063.808949061978,sarimax,15DAY WEIGHT LOSS&FLUSH,SUPERNATURAL,product_distributor,15DAY WEIGHT LOSS&FLUSH | SUPERNATURAL
2025-12-01,143.88,-4657.032876583078,4944.792876583078,sarimax,15DAY WEIGHT LOSS&FLUSH,SUPERNATURAL,product_distributor,15DAY WEIGHT LOSS&FLUSH | SUPERNATURAL
2025-10-01,31.979999999999997,-2739.828341651181,2803.788341651181,sarimax,2 in 1 Cleanse & Flush Weight Loss Support,PALKO,product_distributor,2 in 1 Cleanse & Flush Weight Loss Support | PALKO
2025-11-01,31.979999999999997,-3887.948949061978,3951.908949061978,sarimax,2 in 1 Cleanse & Flush Weight Loss Support,PALKO,product_distributor,2 in 1 Cleanse & Flush Weight Loss Support | PALKO
2025-12-01,31.979999999999997,-4768.932876583079,4832.892876583078,sarimax,2 in 1 Cleanse & Flush Weight Loss Support,PALKO,product_distributor,2 in 1 Cleanse & Flush Weight Loss Support | PALKO
2025-10-01,339.83,-2431.978341651181,3111.638341651181,sarimax,2 in 1 Kidney & Liver Super Cleanse,PALKO,product_distributor,2 in 1 Kidney & Liver Super Cleanse | PALKO
2025-11-01,339.83,-3580.098949061978,4259.7589490619785,sarimax,2 in 1 Kidney & Liver Super Cleanse,PALKO,product_distributor,2 in 1 Kidney & Liver Super Cleanse | PALKO
2025-12-01,339.83,-4461.082876583078,5140.742876583078,sarimax,2 in 1 Kidney & Liver Super Cleanse,PALKO,product_distributor,2 in 1 Kidney & Liver Super Cleanse | PALKO
2025-12-01,143.88000000000102,-2627.92834165118,2915.688341651182,sarimax,2-IN-1 Cleanse & Flush Weight Loss Support 60ct,DIRECT,product_distributor,2-IN-1 Cleanse & Flush Weight Loss Support 60ct | DIRECT
2025-12-01,143.88000000000102,-2627.92834165118,2915.688341651182,sarimax,2-IN-1 Cleanse & Flush Weight Loss Support 60ct,ALL,product_distributor,2-IN-1 Cleanse & Flush Weight Loss Support 60ct | ALL
2025-12-01,1259.1600000000017,-1512.6483416511792,4030.9683416511825,sarimax,2-IN-1 Kidney & Liver Super Cleanse 60ct,DIRECT,product_distributor,2-IN-1 Kidney & Liver Super Cleanse 60ct | DIRECT
2025-11-01,1873.75,-898.0583416511809,4645.558341651181,sarimax,2-IN-1 Kidney & Liver Super Cleanse 60ct,KEHE,product_distributor,2-IN-1 Kidney & Liver Super Cleanse 60ct | KEHE
2025-12-01,1873.75,-2046.178949061978,5793.678949061978,sarimax,2-IN-1 Kidney & Liver Super Cleanse 60ct,KEHE,product_distributor,2-IN-1 Kidney & Liver Super Cleanse 60ct | KEHE
2025-12-01,1259.1600000000035,-1512.6483416511774,4030.9683416511843,sarimax,2-IN-1 Kidney & Liver Super Cleanse 60ct,ALL,product_distributor,2-IN-1 Kidney & Liver Super Cleanse 60ct | ALL
2025-11-01,4826.160000000001,2054.35165834882,7597.968341651182,sarimax,2IN1 CLEANSE & FLUSH WEIGHT LOSS SUPPORT 60SG,THRESHOLD,product_distributor,2IN1 CLEANSE & FLUSH WEIGHT LOSS SUPPORT 60SG | THRESHOLD
2025-12-01,4826.160000000001,906.2310509380227,8746.08894906198,sarimax,2IN1 CLEANSE & FLUSH WEIGHT LOSS SUPPORT 60SG,THRESHOLD,product_distributor,2IN1 CLEANSE & FLUSH WEIGHT LOSS SUPPORT 60SG | THRESHOLD
2025-11-01,22413.25,19641.44165834882,25185.05834165118,sarimax,2IN1 KIDNEY & LIVER SUPER CLEANSE 60SG,THRESHOLD,product_distributor,2IN1 KIDNEY & LIVER SUPER CLEANSE 60SG | THRESHOLD
2025-12-01,22413.25,18493.321050938022,26333.178949061978,sarimax,2IN1 KIDNEY & LIVER SUPER CLEANSE 60SG,THRESHOLD,product_distributor,2IN1 KIDNEY & LIVER SUPER CLEANSE 60SG | THRESHOLD
2025-10-01,339.62,-2432.188341651181,3111.4283416511807,sarimax,3 in 1 Joint Formula,PALKO,product_distributor,3 in 1 Joint Formula | PALKO
2025-11-01,339.62,-3580.308949061978,4259.548949061978,sarimax,3 in 1 Joint Formula,PALKO,product_distributor,3 in 1 Joint Formula | PALKO
2025-12-01,339.62,-4461.292876583078,5140.532876583078,sarimax,3 in 1 Joint Formula,PALKO,product_distributor,3 in 1 Joint Formula | PALKO
2025-12-01,1182.6000000000013,-1589.2083416511796,3954.408341651182,sarimax,3-in-1 Joint Formula 90ct,DIRECT,product_distributor,3-in-1 Joint Formula 90ct | DIRECT
2025-11-01,297.4400000000003,-2474.3683416511803,3069.2483416511814,sarimax,3-in-1 Joint Formula 90ct,KEHE,product_distributor,3-in-1 Joint Formula 90ct | KEHE
2025-12-01,297.4400000000003,-3622.488949061978,4217.368949061978,sarimax,3-in-1 Joint Formula 90ct,KEHE,product_distributor,3-in-1 Joint Formula 90ct | KEHE
2025-10-01,67.00000000000001,-2704.808341651181,2838.808341651181,sarimax,3-in-1 Joint Formula 90ct,UNFI,product_distributor,3-in-1 Joint Formula 90ct | UNFI
2025-11-01,67.00000000000001,-3852.928949061978,3986.928949061978,sarimax,3-in-1 Joint Formula 90ct,UNFI,product_distributor,3-in-1 Joint Formula 90ct | UNFI
2025-12-01,67.00000000000001,-4733.912876583078,4867.912876583078,sarimax,3-in-1 Joint Formula 90ct,UNFI,product_distributor,3-in-1 Joint Formula 90ct | UNFI
2025-11-01,914.4099999999999,-1857.398341651181,3686.2183416511807,sarimax,3IN1 CARB BLOCKER MAX STRENGTH VALUE SIZE 150SG,THRESHOLD,product_distributor,3IN1 CARB BLOCKER MAX STRENGTH VALUE SIZE 150SG | THRESHOLD
2025-12-01,914.4099999999999,-3005.518949061978,4834.3389490619775,sarimax,3IN1 CARB BLOCKER MAX STRENGTH VALUE SIZE 150SG,THRESHOLD,product_distributor,3IN1 CARB BLOCKER MAX STRENGTH VALUE SIZE 150SG | THRESHOLD
2025-11-01,6719.64,3947.8316583488195,9491.448341651181,sarimax,3IN1 CARB BLOCKER MAXIMUM STRENGTH 75SG,THRESHOLD,product_distributor,3IN1 CARB BLOCKER MAXIMUM STRENGTH 75SG | THRESHOLD
2025-12-01,6719.64,2799.7110509380223,10639.568949061979,sarimax,3IN1 CARB BLOCKER MAXIMUM STRENGTH 75SG,THRESHOLD,product_distributor,3IN1 CARB BLOCKER MAXIMUM STRENGTH 75SG | THRESHOLD
2025-10-01,1016.39,-1755.418341651181,3788.1983416511807,sarimax,3IN1 JOINT FORMULA,SUPERNATURAL,product_distributor,3IN1 JOINT FORMULA | SUPERNATURAL
2025-11-01,1016.39,-2903.538949061978,4936.318949061978,sarimax,3IN1 JOINT FORMULA,SUPERNATURAL,product_distributor,3IN1 JOINT FORMULA | SUPERNATURAL
2025-12-01,1016.39,-3784.5228765830784,5817.302876583079,sarimax,3IN1 JOINT FORMULA,SUPERNATURAL,product_distributor,3IN1 JOINT FORMULA | SUPERNATURAL
2025-11-01,15156.12,12384.311658348819,17927.928341651183,sarimax,3IN1 JOINT FORMULA 90SG,THRESHOLD,product_distributor,3IN1 JOINT FORMULA 90SG | THRESHOLD
2025-12-01,15156.12,11236.191050938023,19076.04894906198,sarimax,3IN1 JOINT FORMULA 90SG,THRESHOLD,product_distributor,3IN1 JOINT FORMULA 90SG | THRESHOLD
2025-11-01,820.3199999999999,-1951.488341651181,3592.1283416511806,sarimax,5-Day Liquid Cleanse & Flush 10ct,DIRECT,product_distributor,5-Day Liquid Cleanse & Flush 10ct | DIRECT
2025-12-01,820.3199999999999,-3099.608949061978,4740.248949061978,sarimax,5-Day Liquid Cleanse & Flush 10ct,DIRECT,product_distributor,5-Day Liquid Cleanse & Flush 10ct | DIRECT
2025-10-01,111.93,-2659.878341651181,2883.7383416511807,sarimax,5-HTP XTRA DOUBLE POTENCY,SUPERNATURAL,product_distributor,5-HTP XTRA DOUBLE POTENCY | SUPERNATURAL
2025-11-01,111.93,-3807.9989490619782,4031.858949061978,sarimax,5-HTP XTRA DOUBLE POTENCY,SUPERNATURAL,product_distributor,5-HTP XTRA DOUBLE POTENCY | SUPERNATURAL
2025-12-01,111.93,-4688.982876583078,4912.842876583079,sarimax,5-HTP XTRA DOUBLE POTENCY,SUPERNATURAL,product_distributor,5-HTP XTRA DOUBLE POTENCY | SUPERNATURAL
2025-10-01,131.89,-2639.918341651181,2903.6983416511807,sarimax,7 Day Ultimate Cleanse,PALKO,product_distributor,7 Day Ultimate Cleanse | PALKO
2025-11-01,131.89,-3788.038949061978,4051.818949061978,sarimax,7 Day Ultimate Cleanse,PALKO,product_distributor,7 Day Ultimate Cleanse | PALKO
2025-12-01,131.89,-4669.022876583078,4932.802876583079,sarimax,7 Day Ultimate Cleanse,PALKO,product_distributor,7 Day Ultimate Cleanse | PALKO
2025-11-01,2143.2000000000007,-628.6083416511801,4915.008341651182,sarimax,7-Day Ultimate Cleanse (2 Part Program),DIRECT,product_distributor,7-Day Ultimate Cleanse (2 Part Program) | DIRECT
2025-12-01,2143.2000000000007,-1776.7289490619773,6063.128949061978,sarimax,7-Day Ultimate Cleanse (2 Part Program),DIRECT,product_distributor,7-Day Ultimate Cleanse (2 Part Program) | DIRECT
2025-11-01,2143.2000000000007,-628.6083416511801,4915.008341651182,sarimax,7-Day Ultimate Cleanse (2 Part Program),ALL,product_distributor,7-Day Ultimate Cleanse (2 Part Program) | ALL
2025-12-01,2143.2000000000007,-1776.7289490619773,6063.128949061978,sarimax,7-Day Ultimate Cleanse (2 Part Program),ALL,product_distributor,7-Day Ultimate Cleanse (2 Part Program) | ALL
2025-11-01,1447.72,-1324.0883416511808,4219.528341651181,sarimax,7DAY ULTIMAT CLEANS 2PART 1KIT,THRESHOLD,product_distributor,7DAY ULTIMAT CLEANS 2PART 1KIT | THRESHOLD
2025-12-01,1447.72,-2472.2089490619783,5367.648949061978,sarimax,7DAY ULTIMAT CLEANS 2PART 1KIT,THRESHOLD,product_distributor,7DAY ULTIMAT CLEANS 2PART 1KIT | THRESHOLD
2025-10-01,220.68,-2551.128341651181,2992.4883416511807,sarimax,ACTIVE CLEANSE PROBIOTIC,SUPERNATURAL,product_distributor,ACTIVE CLEANSE PROBIOTIC | SUPERNATURAL
2025-11-01,220.68,-3699.2489490619782,4140.608949061978,sarimax,ACTIVE CLEANSE PROBIOTIC,SUPERNATURAL,product_distributor,ACTIVE CLEANSE PROBIOTIC | SUPERNATURAL
2025-12-01,220.68,-4580.232876583078,5021.592876583079,sarimax,ACTIVE CLEANSE PROBIOTIC,SUPERNATURAL,product_distributor,ACTIVE CLEANSE PROBIOTIC | SUPERNATURAL
2025-11-01,20663.07,17891.26165834882,23434.87834165118,sarimax,ADVANCED ABSORPTION MEGA B COMPLEX 60SG,THRESHOLD,product_distributor,ADVANCED ABSORPTION MEGA B COMPLEX 60SG | THRESHOLD
2025-12-01,20663.07,16743.141050938022,24582.998949061977,sarimax,ADVANCED ABSORPTION MEGA B COMPLEX 60SG,THRESHOLD,product_distributor,ADVANCED ABSORPTION MEGA B COMPLEX 60SG | THRESHOLD
2025-10-01,341.64,-2430.168341651181,3113.4483416511807,sarimax,ALLER-PURE HISTAMINE CLEAR 54SG,THRESHOLD,product_distributor,ALLER-PURE HISTAMINE CLEAR 54SG | THRESHOLD
2025-11-01,341.64,-3578.288949061978,4261.568949061978,sarimax,ALLER-PURE HISTAMINE CLEAR 54SG,THRESHOLD,product_distributor,ALLER-PURE HISTAMINE CLEAR 54SG | THRESHOLD
2025-12-01,341.64,-4459.272876583078,5142.552876583079,sarimax,ALLER-PURE HISTAMINE CLEAR 54SG,THRESHOLD,product_distributor,ALLER-PURE HISTAMINE CLEAR 54SG | THRESHOLD
2025-10-01,63.97999999999999,-2707.828341651181,2835.788341651181,sarimax,ALLERPURE HISTAMINE CLEAR,SUPERNATURAL,product_distributor,ALLERPURE HISTAMINE CLEAR | SUPERNATURAL
2025-11-01,63.97999999999999,-3855.948949061978,3983.908949061978,sarimax,ALLERPURE HISTAMINE CLEAR,SUPERNATURAL,product_distributor,ALLERPURE HISTAMINE CLEAR | SUPERNATURAL
2025-12-01,63.97999999999999,-4736.932876583079,4864.892876583078,sarimax,ALLERPURE HISTAMINE CLEAR,SUPERNATURAL,product_distributor,ALLERPURE HISTAMINE CLEAR | SUPERNATURAL
2025-11-01,1007.03,-1764.7783416511809,3778.8383416511806,sarimax,ALOE & TRIPHALA ACTIVE CLEANSE & PROBIOTICS 60SG,THRESHOLD,product_distributor,ALOE & TRIPHALA ACTIVE CLEANSE & PROBIOTICS 60SG | THRESHOLD
2025-12-01,1007.03,-2912.898949061978,4926.958949061978,sarimax,ALOE & TRIPHALA ACTIVE CLEANSE & PROBIOTICS 60SG,THRESHOLD,product_distributor,ALOE & TRIPHALA ACTIVE CLEANSE & PROBIOTICS 60SG | THRESHOLD
2025-10-01,257.46000000000004,-2514.348341651181,3029.268341651181,sarimax,ANTI-GAS DIGESTIVE ENZYME,SUPERNATURAL,product_distributor,ANTI-GAS DIGESTIVE ENZYME | SUPERNATURAL
2025-11-01,257.46000000000004,-3662.468949061978,4177.388949061979,sarimax,ANTI-GAS DIGESTIVE ENZYME,SUPERNATURAL,product_distributor,ANTI-GAS DIGESTIVE ENZYME | SUPERNATURAL
2025-12-01,257.46000000000004,-4543.452876583078,5058.372876583078,sarimax,ANTI-GAS DIGESTIVE ENZYME,SUPERNATURAL,product_distributor,ANTI-GAS DIGESTIVE ENZYME | SUPERNATURAL
2025-11-01,847.9399999999999,-1923.8683416511808,3619.748341651181,sarimax,ANTI-GAS DIGESTIVE ENZYMES 45SG,THRESHOLD,product_distributor,ANTI-GAS DIGESTIVE ENZYMES 45SG | THRESHOLD
2025-12-01,847.9399999999999,-3071.988949061978,4767.868949061978,sarimax,ANTI-GAS DIGESTIVE ENZYMES 45SG,THRESHOLD,product_distributor,ANTI-GAS DIGESTIVE ENZYMES 45SG | THRESHOLD
2025-11-01,772.9200000000001,-1998.8883416511808,3544.728341651181,sarimax,ASHWAGANDHA HEALTHY BRAIN MOOD & STRESS60CAPS,THRESHOLD,product_distributor,ASHWAGANDHA HEALTHY BRAIN MOOD & STRESS60CAPS | THRESHOLD
2025-12-01,772.9200000000001,-3147.008949061978,4692.848949061978,sarimax,ASHWAGANDHA HEALTHY BRAIN MOOD & STRESS60CAPS,THRESHOLD,product_distributor,ASHWAGANDHA HEALTHY BRAIN MOOD & STRESS60CAPS | THRESHOLD
2025-10-01,47.97999999999999,-2723.828341651181,2819.788341651181,sarimax,ASHWAGANDHA MOOD & STRESS,SUPERNATURAL,product_distributor,ASHWAGANDHA MOOD & STRESS | SUPERNATURAL
2025-11-01,47.97999999999999,-3871.948949061978,3967.908949061978,sarimax,ASHWAGANDHA MOOD & STRESS,SUPERNATURAL,product_distributor,ASHWAGANDHA MOOD & STRESS | SUPERNATURAL
2025-12-01,47.97999999999999,-4752.932876583079,4848.892876583078,sarimax,ASHWAGANDHA MOOD & STRESS,SUPERNATURAL,product_distributor,ASHWAGANDHA MOOD & STRESS | SUPERNATURAL
2025-10-01,441.37,-2330.438341651181,3213.1783416511807,sarimax,ASHWAGANDHA XTRA STRENGTH,SUPERNATURAL,product_distributor,ASHWAGANDHA XTRA STRENGTH | SUPERNATURAL
2025-11-01,441.37,-3478.558949061978,4361.298949061978,sarimax,ASHWAGANDHA XTRA STRENGTH,SUPERNATURAL,product_distributor,ASHWAGANDHA XTRA STRENGTH | SUPERNATURAL
2025-12-01,441.37,-4359.542876583078,5242.282876583078,sarimax,ASHWAGANDHA XTRA STRENGTH,SUPERNATURAL,product_distributor,ASHWAGANDHA XTRA STRENGTH | SUPERNATURAL
2025-10-01,569.84,-2201.9683416511807,3341.648341651181,sarimax,Advanced Absorption Mega B Complex,PALKO,product_distributor,Advanced Absorption Mega B Complex | PALKO
2025-11-01,569.84,-3350.088949061978,4489.768949061978,sarimax,Advanced Absorption Mega B Complex,PALKO,product_distributor,Advanced Absorption Mega B Complex | PALKO
2025-12-01,569.84,-4231.072876583078,5370.752876583078,sarimax,Advanced Absorption Mega B Complex,PALKO,product_distributor,Advanced Absorption Mega B Complex | PALKO
2025-12-01,517.920000000001,-2253.88834165118,3289.728341651182,sarimax,Advanced Absorption Mega B-Complex 60ct,DIRECT,product_distributor,Advanced Absorption Mega B-Complex 60ct | DIRECT
2025-11-01,399.23000000000013,-2372.578341651181,3171.038341651181,sarimax,Advanced Absorption Mega B-Complex 60ct,KEHE,product_distributor,Advanced Absorption Mega B-Complex 60ct | KEHE
2025-12-01,399.23000000000013,-3520.698949061978,4319.158949061978,sarimax,Advanced Absorption Mega B-Complex 60ct,KEHE,product_distributor,Advanced Absorption Mega B-Complex 60ct | KEHE
2025-12-01,517.9200000000019,-2253.888341651179,3289.7283416511827,sarimax,Advanced Absorption Mega B-Complex 60ct,ALL,product_distributor,Advanced Absorption Mega B-Complex 60ct | ALL
2025-09-01,0.0,-2771.808341651181,2771.808341651181,sarimax,Aller-Pure Histamine Support 54ct,DIRECT,product_distributor,Aller-Pure Histamine Support 54ct | DIRECT
2025-10-01,0.0,-3919.928949061978,3919.928949061978,sarimax,Aller-Pure Histamine Support 54ct,DIRECT,product_distributor,Aller-Pure Histamine Support 54ct | DIRECT
2025-11-01,0.0,-4800.912876583078,4800.912876583078,sarimax,Aller-Pure Histamine Support 54ct,DIRECT,product_distributor,Aller-Pure Histamine Support 54ct | DIRECT
2025-12-01,0.0,-5543.616683302362,5543.616683302362,sarimax,Aller-Pure Histamine Support 54ct,DIRECT,product_distributor,Aller-Pure Histamine Support 54ct | DIRECT
2025-08-01,50.019999999999996,-2721.788341651181,2821.828341651181,sarimax,Aloe & Triphala Active Cleanse & Probiotics,PALKO,product_distributor,Aloe & Triphala Active Cleanse & Probiotics | PALKO
2025-09-01,50.019999999999996,-3869.908949061978,3969.948949061978,sarimax,Aloe & Triphala Active Cleanse & Probiotics,PALKO,product_distributor,Aloe & Triphala Active Cleanse & Probiotics | PALKO
2025-10-01,50.019999999999996,-4750.892876583078,4850.932876583079,sarimax,Aloe & Triphala Active Cleanse & Probiotics,PALKO,product_distributor,Aloe & Triphala Active Cleanse & Probiotics | PALKO
2025-11-01,50.019999999999996,-5493.596683302361,5593.636683302362,sarimax,Aloe & Triphala Active Cleanse & Probiotics,PALKO,product_distributor,Aloe & Triphala Active Cleanse & Probiotics | PALKO
2025-12-01,50.019999999999996,-6147.931872533002,6247.971872533003,sarimax,Aloe & Triphala Active Cleanse & Probiotics,PALKO,product_distributor,Aloe & Triphala Active Cleanse & Probiotics | PALKO
2025-12-01,496.44000000000005,-2275.368341651181,3268.248341651181,sarimax,Aloe & Triphala Active-Cleanse and Probiotics 60ct,DIRECT,product_distributor,Aloe & Triphala Active-Cleanse and Probiotics 60ct | DIRECT
2025-12-01,496.44000000000005,-2275.368341651181,3268.248341651181,sarimax,Aloe & Triphala Active-Cleanse and Probiotics 60ct,ALL,product_distributor,Aloe & Triphala Active-Cleanse and Probiotics 60ct | ALL
2025-10-01,110.34,-2661.4683416511807,2882.148341651181,sarimax,Anti Gas Digestive Enzymes,PALKO,product_distributor,Anti Gas Digestive Enzymes | PALKO
2025-11-01,110.34,-3809.588949061978,4030.268949061978,sarimax,Anti Gas Digestive Enzymes,PALKO,product_distributor,Anti Gas Digestive Enzymes | PALKO
2025-12-01,110.34,-4690.572876583078,4911.252876583078,sarimax,Anti Gas Digestive Enzymes,PALKO,product_distributor,Anti Gas Digestive Enzymes | PALKO
2025-11-01,1654.8000000000002,-1117.0083416511807,4426.608341651181,sarimax,Anti-Gas Digestive Enzymes 45ct,DIRECT,product_distributor,Anti-Gas Digestive Enzymes 45ct | DIRECT
2025-12-01,1654.8000000000002,-2265.128949061978,5574.728949061979,sarimax,Anti-Gas Digestive Enzymes 45ct,DIRECT,product_distributor,Anti-Gas Digestive Enzymes 45ct | DIRECT
2025-11-01,1654.8000000000002,-1117.0083416511807,4426.608341651181,sarimax,Anti-Gas Digestive Enzymes 45ct,ALL,product_distributor,Anti-Gas Digestive Enzymes 45ct | ALL
2025-12-01,1654.8000000000002,-2265.128949061978,5574.728949061979,sarimax,Anti-Gas Digestive Enzymes 45ct,ALL,product_distributor,Anti-Gas Digestive Enzymes 45ct | ALL
2025-10-01,124.73000000000002,-2647.078341651181,2896.538341651181,sarimax,Ashwagandha Extra Strength Mind Body,PALKO,product_distributor,Ashwagandha Extra Strength Mind Body | PALKO
2025-11-01,124.73000000000002,-3795.198949061978,4044.658949061978,sarimax,Ashwagandha Extra Strength Mind Body,PALKO,product_distributor,Ashwagandha Extra Strength Mind Body | PALKO
2025-12-01,124.73000000000002,-4676.182876583078,4925.642876583079,sarimax,Ashwagandha Extra Strength Mind Body,PALKO,product_distributor,Ashwagandha Extra Strength Mind Body | PALKO
2025-11-01,431.7599999999999,-2340.048341651181,3203.5683416511806,sarimax,Ashwagandha Healthy Brain Mood & Stress 60ct,DIRECT,product_distributor,Ashwagandha Healthy Brain Mood & Stress 60ct | DIRECT
2025-12-01,431.7599999999999,-3488.1689490619783,4351.688949061978,sarimax,Ashwagandha Healthy Brain Mood & Stress 60ct,DIRECT,product_distributor,Ashwagandha Healthy Brain Mood & Stress 60ct | DIRECT
2025-10-01,303.81,-2467.998341651181,3075.618341651181,sarimax,B-12 QUICK RELEASE EXTRA,SUPERNATURAL,product_distributor,B-12 QUICK RELEASE EXTRA | SUPERNATURAL
2025-11-01,303.81,-3616.118949061978,4223.738949061978,sarimax,B-12 QUICK RELEASE EXTRA,SUPERNATURAL,product_distributor,B-12 QUICK RELEASE EXTRA | SUPERNATURAL
2025-12-01,303.81,-4497.102876583078,5104.722876583079,sarimax,B-12 QUICK RELEASE EXTRA,SUPERNATURAL,product_distributor,B-12 QUICK RELEASE EXTRA | SUPERNATURAL
2025-10-01,879.56,-1892.248341651181,3651.368341651181,sarimax,BEET ROOT RED,SUPERNATURAL,product_distributor,BEET ROOT RED | SUPERNATURAL
2025-11-01,879.56,-3040.368949061978,4799.488949061978,sarimax,BEET ROOT RED,SUPERNATURAL,product_distributor,BEET ROOT RED | SUPERNATURAL
2025-12-01,879.56,-3921.3528765830783,5680.472876583079,sarimax,BEET ROOT RED,SUPERNATURAL,product_distributor,BEET ROOT RED | SUPERNATURAL
2025-11-01,6337.889999999999,3566.0816583488186,9109.69834165118,sarimax,BEET ROOT RED 60SG,THRESHOLD,product_distributor,BEET ROOT RED 60SG | THRESHOLD
2025-12-01,6337.889999999999,2417.9610509380213,10257.818949061977,sarimax,BEET ROOT RED 60SG,THRESHOLD,product_distributor,BEET ROOT RED 60SG | THRESHOLD
2025-11-01,1394.24,-1377.5683416511808,4166.048341651181,sarimax,BEETS 4 CARDIO PEAK PERFORMANCE 60SG,THRESHOLD,product_distributor,BEETS 4 CARDIO PEAK PERFORMANCE 60SG | THRESHOLD
2025-12-01,1394.24,-2525.688949061978,5314.168949061978,sarimax,BEETS 4 CARDIO PEAK PERFORMANCE 60SG,THRESHOLD,product_distributor,BEETS 4 CARDIO PEAK PERFORMANCE 60SG | THRESHOLD
2025-10-01,279.86,-2491.9483416511807,3051.668341651181,sarimax,BEETS-4-CARDIO,SUPERNATURAL,product_distributor,BEETS-4-CARDIO | SUPERNATURAL
2025-11-01,279.86,-3640.068949061978,4199.788949061978,sarimax,BEETS-4-CARDIO,SUPERNATURAL,product_distributor,BEETS-4-CARDIO | SUPERNATURAL
2025-12-01,279.86,-4521.052876583079,5080.772876583078,sarimax,BEETS-4-CARDIO,SUPERNATURAL,product_distributor,BEETS-4-CARDIO | SUPERNATURAL
2025-10-01,653.1700000000001,-2118.638341651181,3424.978341651181,sarimax,BELLY BURNER STORED FAT,SUPERNATURAL,product_distributor,BELLY BURNER STORED FAT | SUPERNATURAL
2025-11-01,653.1700000000001,-3266.758949061978,4573.098949061978,sarimax,BELLY BURNER STORED FAT,SUPERNATURAL,product_distributor,BELLY BURNER STORED FAT | SUPERNATURAL
2025-12-01,653.1700000000001,-4147.742876583078,5454.082876583078,sarimax,BELLY BURNER STORED FAT,SUPERNATURAL,product_distributor,BELLY BURNER STORED FAT | SUPERNATURAL
2025-10-01,299.03000000000003,-2472.7783416511807,3070.838341651181,sarimax,BELLY BURNER+CALORIE BURN,SUPERNATURAL,product_distributor,BELLY BURNER+CALORIE BURN | SUPERNATURAL
2025-11-01,299.03000000000003,-3620.898949061978,4218.958949061978,sarimax,BELLY BURNER+CALORIE BURN,SUPERNATURAL,product_distributor,BELLY BURNER+CALORIE BURN | SUPERNATURAL
2025-12-01,299.03000000000003,-4501.8828765830785,5099.942876583078,sarimax,BELLY BURNER+CALORIE BURN,SUPERNATURAL,product_distributor,BELLY BURNER+CALORIE BURN | SUPERNATURAL
2025-10-01,503.78999999999996,-2268.018341651181,3275.598341651181,sarimax,BERBERINE BODY+FAT BURNER,SUPERNATURAL,product_distributor,BERBERINE BODY+FAT BURNER | SUPERNATURAL
2025-11-01,503.78999999999996,-3416.138949061978,4423.7189490619785,sarimax,BERBERINE BODY+FAT BURNER,SUPERNATURAL,product_distributor,BERBERINE BODY+FAT BURNER | SUPERNATURAL
2025-12-01,503.78999999999996,-4297.122876583078,5304.702876583078,sarimax,BERBERINE BODY+FAT BURNER,SUPERNATURAL,product_distributor,BERBERINE BODY+FAT BURNER | SUPERNATURAL
